ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
7309,"Stirling Road,  FK17 8LE",Forecourt Garage,Twenty Four Seven,Stirling,Tobacco Only,Inactive
7310,"91 Eastwoodmains Road, Clarkston G76 7HG",Forecourt Garage,A&L Retail (Scotland) Ltd,East Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7311,"94 Carlisle Road,  ML6 8RA",Forecourt Garage,Maxwells(GB)Limited,North Lanarkshire,Tobacco Only,Inactive
7312,"Dumbarton Road,Milton, Dumbarton G82 2TY",Forecourt Garage,Malthurst Petroleum,West Dunbartonshire,Tobacco Only,Active
7313,"Wellhall Rd,  ML3 9UE",Forecourt Garage,Malthurst Petroleum,South Lanarkshire,Tobacco Only,Inactive
7314,"Main Road, Elderslie ML3 9UE",Forecourt Garage,Ibrox Service Station,South Lanarkshire,Tobacco Only,Active
7315,"Esso, 237-239 Main Road, Elderslie PA5 9EN",Forecourt Garage,Oncall Retail LTD,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7316,"MRH ESSO Kelvinside, 900 Maryhill Road G20 7TA",Forecourt Garage,AR Private Limited,Glasgow City,Tobacco Only,Active
7317,"Wemyssfield Service Station, Abbotshall Road KY1 1YG",Forecourt Garage,IQ-Max Software Solutions Ltd,Fife,Tobacco And Nicotine Vapour Products,Inactive
7318,"Hurlford Road, Galston KA4 8LB",Forecourt Garage,Malthurst Petroleum,East Ayrshire,Tobacco Only,Inactive
7319,"Hurlford Road,  KA4 8LB",Forecourt Garage,Isabelle Mohan,East Ayrshire,Tobacco Only,Active
7320,"39 Spey Avenue,  PH26 3EJ",Forecourt Garage,CS (PVT) ltd,Highland,Tobacco And Nicotine Vapour Products,Active
7321,"Nairn Road,  IV36 2EY",Forecourt Garage,Esso Greshop,Moray,Tobacco And Nicotine Vapour Products,Active
7322,"1628 Cumbernauld Rd, Glasgow G33 1AE",Forecourt Garage,Malthurst Petroleum,Glasgow City,Tobacco Only,Active
7323,"1628 Cumbernauld Road,  G33 1AE",Forecourt Garage,Lyn McRavey,Glasgow City,Tobacco Only,Active
7324,"Ibrox Service Station, 586 Broomloan Road, Ibrox G51 2XW",Forecourt Garage,Malthurst Petroleum,Glasgow City,Tobacco Only,Active
7325,"Broomloan Road,  G51 2XW",Forecourt Garage,Ibrox Service Station,Glasgow City,Tobacco Only,Active
7326,"900 Maryhill Road, Glasgow G20 7TA",Forecourt Garage,Malthurst Petroleum,Glasgow City,Tobacco Only,Active
7327,"900 Maryhill Road,  G20 7TA",Forecourt Garage,AR Private Limited,Glasgow City,Tobacco Only,Active
7328,"Kessock ESSO, 9 Longman Road IV1 1SD",Forecourt Garage,CS (PVT) ltd,Highland,Tobacco And Nicotine Vapour Products,Active
7329,"165 Riccarton Road,  KA1 5LQ",Forecourt Garage,Malthurst Petroleum,East Ayrshire,Tobacco Only,Inactive
7330,"165 Riccarton Road,  KA1 5LQ",Forecourt Garage,Isabelle Mohan,East Ayrshire,Tobacco Only,Active
7331,"Haughs of Airth, By Kinardine Bridge FK2 8PF",Forecourt Garage,Malthurst Petroleum,Falkirk,Tobacco Only,Inactive
7332,"Haughs of Airth, Bowtrees Roundabout FK2 8PF",Forecourt Garage,BP Airth,Falkirk,Tobacco And Nicotine Vapour Products,Active
7333,"Biggar Road, Edinburgh EH10 7DU",Forecourt Garage,Malthurst Petroleum,Edinburgh City,Tobacco Only,Active
7334,"117 Biggar Road,  EH10 7DU",Forecourt Garage,MMC Forecourts Ltd,Midlothian,Tobacco And Nicotine Vapour Products,Active
7335,"Garscube Road, Maryhill G20 7LD",Forecourt Garage,Malthurst Petroleum,Glasgow City,Tobacco Only,Active
7336,"519 Garscube Road,  G20 7LD",Forecourt Garage,MRH Maryhill,Glasgow City,Tobacco Only,Active
7337,"519 Garscube Road,  G20 7LD",Forecourt Garage,Ayyappan Thirugnana Sambandam,Glasgow City,Tobacco Only,Active
7338,"179 Ayr Road,  G77 6AE",Forecourt Garage,Maxwells Cabs Ltd,East Renfrewshire,Tobacco Only,Active
7339,"1867 Great Western Road,  G13 2UX",Other Retail,Malthurst Ltd,Glasgow City,Tobacco Only,Active
7340,"Milady Service Station, 1867 Great Western Road G13 2UX",Forecourt Garage,saranya ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7341,"1867 Great Western Road,  G13 2UX",Forecourt Garage,MRH Milady Service Station,Glasgow City,Tobacco Only,Inactive
7342,"Dunnottar Avenue,  AB39 2JJ",Forecourt Garage,Malthurst Limited,Aberdeenshire,Tobacco Only,Inactive
7343,"42 Glasgow Road,  G62 6AJ",Forecourt Garage,MRH Retail,East Dunbartonshire,Tobacco Only,Active
7344,"Moto Musselburgh Motorway Services, A1 OLD CRAIGHALL EH21 8RE",Forecourt Garage,Malthurst Petroleum,East Lothian,Tobacco Only,Inactive
7345,"Musselburgh Bypass,  EH21 8RE",Forecourt Garage,Sri Sai Ltd.,East Lothian,Tobacco And Nicotine Vapour Products,Inactive
7346,"382 Calder Road,  EH11 4AS",Forecourt Garage,Sri Sai Ltd.,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
7347,"1 Cliftonhall Road,  EH28 8PW",Forecourt Garage,MRH Retail,Edinburgh City,Tobacco Only,Inactive
7348,"565 North Anderson Drive,  AB16 7GD",Forecourt Garage,AKG Retail Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
7349,"2-40 Ratcliff Terrace,  EH9 1SS",Forecourt Garage,Stuffs24 Retail,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
7350,"9 Hamilton Road,  G32 9QD",Forecourt Garage,MRH Mount Vernon,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7351,"111 WELLHALL ROAD,  ML3 9UE",Forecourt Garage,ANAGHAA LIMITED,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7352,"10-14 Rigg Street, Stewarton KA3 5AG",Forecourt Garage,Malthurst Petroleum,East Ayrshire,Tobacco Only,Active
7353,"North Road, Fort William PH33 6TQ",Forecourt Garage,Kathryn Masson & KMBSS (Ben Service Station),Highland,Tobacco Only,Inactive
7354,"23 Baillieston Road,  G32 0QJ",Forecourt Garage,T&M,Glasgow City,Tobacco Only,Active
7355,"Strathaven  Road, Stonehouse ML9 3EN",Forecourt Garage,Malthurst Petroleum,South Lanarkshire,Tobacco Only,Inactive
7356,"Edinburgh Road,  PH2 8DX",Forecourt Garage,Eric Dinesh Rajah,Perth and Kinross,Tobacco Only,Active
7357,"Wemyssfield, Kirkcaldy KY1 1YB",Forecourt Garage,Malthurst Petroleum,Fife,Tobacco Only,Inactive
7358,"Abbotshall Road, Kirkcaldy KY1 1YB",Forecourt Garage,MRH Retail,Fife,Tobacco Only,Inactive
7359,"Esso Wemyssfield, Abbotshall Road KY1 1YB",Forecourt Garage,IQ Max Software Solutions Ltd,Fife,Tobacco Only,Inactive
7360,"West Road,  IV30 1SA",Forecourt Garage,CS (PVT) ltd,Moray,Tobacco And Nicotine Vapour Products,Active
7361,"109 Queensferry Road,  EH4 3HL",Forecourt Garage,Sri Sai Ltd.,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
7362,"90 Glasgow Road, Camelon FK1 4HJ",Public House,Mariner Bar,Falkirk,Tobacco Only,Active
7363,"7B St Margaret's Road,  KA22 7EW",Convenience Store,Mrs Herjinder Sanghera,North Ayrshire,Tobacco Only,Active
7364,"4 canongate,  TD8 6AJ",Other Retail,ms bargains,Scottish Borders,Nicotine Vapour Products Only,Active
7365,"45, broomlea cresent  PA4 9PJ",Convenience Store,ms company,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7366,"SGN BP Uddingston, Bothwell road G71 7ET",Forecourt Garage,MS Garages Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7367,"Unit 8,12 Campfield Square, Barnhill DD5 2PU",Confectionary / Tobacconist / Newsagents,MS NEWS,Dundee City,Tobacco And Nicotine Vapour Products,Active
7368,"338, queen street, broughty ferry DD5 2HQ",Convenience Store,MS NEWS,Dundee City,Tobacco Only,Inactive
7369,"13 Kellas Road, Wellbank, WELLBANK DD5 3PE",Convenience Store,MS NEWS,Angus,Tobacco And Nicotine Vapour Products,Active
7370,"M S Newsagent, 40 Dalkeith Road EH16 5BS",Confectionary / Tobacconist / Newsagents,MS Newsagent,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7371,"77/79 Main Street,  G78 3NH",Confectionary / Tobacconist / Newsagents,MS Newsagents,East Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7372,"M S Newsagent, 40 Dalkeith Road EH16 5BS",Convenience Store,MS Newsagents,Edinburgh City,Tobacco Only,Inactive
7373,"159 Cumbernauld Road, Muirhead G69 9AF",Confectionary / Tobacconist / Newsagents,Ms Stores,North Lanarkshire,Tobacco Only,Active
7374,"M's Vapours, 246 Main Street  FK1 4DY",Other Retail,M's Vapours,"Clackmannanshire, Falkirk",Nicotine Vapour Products Only,Active
7375,"101 Main Street,  G65 0QN",Convenience Store,Msc loudens,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7376,"4 Burnside Road,  EH23 4EU",Off-Licence,msf1,Midlothian,Tobacco Only,Active
7377,"MTC NEWSAGENTS LIMITED, 60 Brandon Parade East ML1 1LY",Confectionary / Tobacconist / Newsagents,MTC NEWSAGENTS LIMITED,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7378,"Muasdale Stores, Muasdale PA29 6XE",Convenience Store,Muasdale Stores,Argyll and Bute,Tobacco Only,Inactive
7379,"Muasdale ,  PA29 6XD",Convenience Store,Muasdale Stores,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
7380,"Dulnain Bridge,  PH26 3LY",Hotel,HFS Highland Ltd,Highland,Tobacco Only,Inactive
7381,"Drumburn Road, Muckhart FK14 7JH",Sports Club,Muckhart Golf Club,Clackmannanshire,Tobacco Only,Inactive
7382,"Great North Road,  IV6 7TP",Convenience Store,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
7383,"Muir of rod post office, Great north road IV6 7TP",Other Retail,Muir of rod post office,Highland,Tobacco Only,Inactive
7384,"Frasers Newsagents, 76 Muir Street ML9 2BQ",Confectionary / Tobacconist / Newsagents,DGW retail ltd. ,South Lanarkshire,Tobacco Only,Active
7385,"527 Clarkston Road,  G44 3PN",Confectionary / Tobacconist / Newsagents,Muirend News,East Renfrewshire,Tobacco Only,Active
7386,"Duncur Road, Muirfield EH31 2EG",Sports Club,Honourable Company of Edinburgh Golfers,East Lothian,Tobacco Only,Active
7387,"19 muirhall road, larbert FK5 4RG",Convenience Store,muirhall road newsagents,Falkirk,Tobacco Only,Inactive
7388,"114 Cumbernauld Road, Muirhead G69 9AA",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7389,"Coupar Angus Road, Birkhill DD2 5QE",Sports Club,Muirhead & Birkhill Bowling Club,Angus,Tobacco Only,Active
7390,"Muirhead Convenience Store, 96 Cumbernauld Road, Muirhead G69 9AB",Convenience Store,Muirhead Conveince Store ,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7391,"96/98 cumbernauld rd, muirhead G69 9AB",Convenience Store,one stop shop,North Lanarkshire,Tobacco Only,Inactive
7392,"153 dundonald road,  KA10 7AY",Convenience Store,muirhead stores,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7393,"53-55 Muirhouse Gardens,  EH4 2NX",Confectionary / Tobacconist / Newsagents,Muirhouse Post Office/Costless Express,Edinburgh City,Tobacco Only,Active
7394,"The Bunker, 51-55 Main Street, Muirkirk KA18 3QR",Confectionary / Tobacconist / Newsagents,Muirkirk stores,East Ayrshire,Tobacco Only,Active
7395,"The Bunker, 51-55 Main Street, Muirkirk KA18 3QR",Convenience Store,bilal ahmad,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
7396,"2 Finglen Crescent, Tullibody FK10 3GP",Convenience Store,Muirside Stores,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
7397,"115 dunkeld road,  PH1 5BS",Convenience Store,MUIRTON MINIMART LTD,Perth and Kinross,Tobacco Only,Active
7398,"21 maukinfauld road, tollcross G32 8TH",Convenience Store,mullenium offsales,Glasgow City,Tobacco And Nicotine Vapour Products,Inactive
7399,"10 Camanachd Crescent,  PH33 6XZ",Mobile Trade,Mulligan ices,Highland,Tobacco Only,Active
7400,"4, willowbrae road EH8 7DB",Confectionary / Tobacconist / Newsagents,multi fresh,Edinburgh City,Tobacco Only,Inactive
7401,"2, Morefield lane IV26 2PH",Other Catering,Munch Box,Highland,Tobacco Only,Active
7402,"103 Overtown Road,  ML2 8EW",Other Catering,Munch Bar & Newsagent,North Lanarkshire,Tobacco Only,Inactive
7403,"138b Salters Road,  EH21 8BQ",Other Catering,Snack Trax Ltd,East Lothian,Tobacco Only,Active
7404,"southend, campbeltown PA28 6RW",Convenience Store,muneroy Stores,Argyll and Bute,Tobacco Only,Active
7405,"193 Main Street, Uddingston G71 7BP",Confectionary / Tobacconist / Newsagents,Mungall Newsagents,South Lanarkshire,Tobacco Only,Inactive
7406,"151 wellshot road,  G32 7AU",Convenience Store,munir & son,Glasgow City,Tobacco Only,Active
7407,"3 Victorian Market, Academy Street IV1 1PJ",Confectionary / Tobacconist / Newsagents,Munro Newsagents Ltd,Highland,Tobacco Only,Inactive
7408,"234/236 hamilton road, halfway G72 7PF",Confectionary / Tobacconist / Newsagents,munros newsagent,South Lanarkshire,Tobacco Only,Inactive
7409,"24 high street,  PH21 1HR",Supermarket and Other Retail Outlets,murchie's of kingussie,Highland,Tobacco Only,Inactive
7410,"Echobank Maddiston,,  FK2 0BX",Forecourt Garage,kw trading london limited,Falkirk,Tobacco Only,Inactive
7411,"Murdoch Allan & Son Ltd, 7 Station Road, Hatton AB42 0RY",Other Retail,Murdoch Allan and Son Ltd,Aberdeenshire,Nicotine Vapour Products Only,Active
7412,"Murdoch Shops, 103 High Street KY3 9AA",Other Retail,murdoch,Fife,Nicotine Vapour Products Only,Active
7413,"110 MAIN STREET, BALLIESTON G69 6AE",Convenience Store,MURDOCHS,Glasgow City,Tobacco Only,Active
7414,"62 D  RANNOCH DRIVE, BEARSDEN G61 2HH",Convenience Store,MURDO'S CORNER SHOP,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
7415,"back road, st. margarets hope KW17 2SP",Hotel,murray arms hotel,Orkney Islands,Tobacco Only,Active
7416,"The Murray Square, East Kilbride G75 0BH",Public House,TRUST INNS LTD,South Lanarkshire,Tobacco Only,Inactive
7417,"59 Chalmers Crescent,  G75 0PE",Convenience Store,Murray Foodstores Limited,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7418,"18 Corstorphine Road,  EH12 6HN",Hotel,G1 Group Plc,Edinburgh City,Tobacco Only,Active
7419,"22,Westfield Road,  EH11 2QR",Public House,Sanderson Vending Limited t/a Select Vending,Edinburgh City,Tobacco Only,Active
7420,"76, main street KA23 9AP",Confectionary / Tobacconist / Newsagents,murrays,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
7421,"7 Minard Road,  G41 2HR",Confectionary / Tobacconist / Newsagents,Murrays,Glasgow City,Tobacco Only,Active
7422,"Strathhaven Road,  ML9 3EU",Forecourt Garage,Graeme Murray,South Lanarkshire,Tobacco Only,Active
7423,"27 moncur road,  KA13 7LD",Mobile Trade,murrays ices,South Lanarkshire,Tobacco Only,Active
7424,"Clayknowes Road, Stoneyhill EH21 6UW",Convenience Store,The Co-operative Group Food Ltd,East Lothian,Tobacco And Nicotine Vapour Products,Active
7425,"1 Edinburgh Road,  EH21 6DN",Forecourt Garage,Mehmood Aslam,East Lothian,Tobacco And Nicotine Vapour Products,Active
7426,"91-93 High street, Musselburgh EH21 7DA",Other Retail,B&M RETAIL,East Lothian,Nicotine Vapour Products Only,Active
7427,"18 Drummond St, Muthill PH5 2AN",Convenience Store,Muthill Village Store,Perth and Kinross,Tobacco Only,Active
7428,"FERRY TERMINAL,  KA22 8ED",Other Retail,CAL MAC FERRIES LTD,North Ayrshire,Tobacco Only,Active
7429,"FERRY TERMINAL,  PA34 4DB",Other Retail,CAL MAC FERRIES LTD,Argyll and Bute,Tobacco Only,Active
7430,"FERRY TERMINAL,  PA27 6YF",Other Retail,CAL MAC FERRIES LTD,Argyll and Bute,Tobacco Only,Active
7431,"FERRY TERMINAL,  PA29 6YF",Other Retail,CAL MAC FERRIES LTD,Argyll and Bute,Tobacco Only,Active
7432,"FERRY TERMINAL,  IV51 9XX",Other Retail,CAL MAC FERRIES LTD,Comhairle nan Eilean Siar,Tobacco Only,Active
7433,"FERRY TERMINAL,  PA29 6YF",Other Retail,CAL MAC FERRIES LTD,Argyll and Bute,Tobacco Only,Active
7434,"FERRY TERMINAL,  IV26 2UR",Other Retail,CAL MAC FERRIES LTD,Comhairle nan Eilean Siar,Tobacco Only,Active
7435,"FERRY TERMINAL,  PA34 4DB",Other Retail,CAL MAC FERRIES LTD,Argyll and Bute,Tobacco Only,Active
7436,"FERRY TERMINAL,  PA34 4DB",Other Retail,CAL MAC FERRIES LTD,Argyll and Bute,Tobacco Only,Active
7437,"6 quarry place,  ML3 6BB",Other Retail,my little creations,South Lanarkshire,Nicotine Vapour Products Only,Active
7438,"My Local, 117 Cedar Drive, East Kilbride G75 9HZ",Convenience Store,MMM Retail Limited,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7439,"79 West Blackhall Street,  PA15 1XP",Confectionary / Tobacconist / Newsagents,Sam Superstore,Inverclyde,Tobacco Only,Active
7440,"52 west blackhall street, greenock PA15 1UY",Convenience Store,my newsagent too,Inverclyde,Tobacco Only,Inactive
7441,"My Newsagent Too, 52 West Blackhall Street PA15 1UY",Confectionary / Tobacconist / Newsagents,Green news Ltd,Inverclyde,Tobacco And Nicotine Vapour Products,Active
7442,"South street perth scotland, 144 south streey PH2 8PA",Mobile Trade,Myfone,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
7443,"8/9 London Road,  EH7 5AP",Confectionary / Tobacconist / Newsagents,my newsagents,Edinburgh City,Tobacco Only,Active
7444,"152 ark lane dennistoun,  G31 2JS",Off-Licence,myra 's licensed grocers,Glasgow City,Tobacco Only,Active
7445,"Low Road,  IV21 2BS",Hotel,Myrtle Bank Hotel,Highland,Tobacco Only,Inactive
7446,"65-67 SHOTTSKIRK ROAD,  ML7 4AB",Convenience Store,MZ LICENSED GROCERS,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7447,"60 BRANDON PARADE EAST,  ML1 1LY",Confectionary / Tobacconist / Newsagents,N & A GENERAL STORE LTD,North Lanarkshire,Tobacco Only,Inactive
7448,"18-26 Fiveways Road, Netherburn ML9 3BU",Off-Licence,N + B SCOTLAND LTD,South Lanarkshire,Tobacco Only,Inactive
7449,"Ali's Shop, 80 Rumblingwell KY12 9AS",Convenience Store,N A Stores,Fife,Tobacco And Nicotine Vapour Products,Active
7450,"Post Office, 18 Fiveways Road, Netherburn ML9 3BU",Off-Licence,N B Scotland Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7451,"Dunholm Convenience Store, 78-80 Dunholm Road DD2 4RU",Convenience Store,NM RETAILER LTD,Dundee City,Tobacco And Nicotine Vapour Products,Active
7452,"14 School Road, Balmullo KY16 0BD",Convenience Store,N&N Jamal Newsagents and Discount Stores,Fife,Tobacco Only,Inactive
7453,"1A Douglas Wynd,  EH52 6AY",Convenience Store,N&N Store,West Lothian,Tobacco Only,Active
7454,"Tariq Newsagents, 12 Bloomgate ML11 9ET",Convenience Store,N&N  Tariq Newsagents Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7455,"BOGHEAD ROAD, LENZIE G66 4EF",Forecourt Garage,N&S Motors Ltd,East Dunbartonshire,Tobacco Only,Active
7456,"UNIT 1, VARANSDORF WAY ML6 8EQ",Convenience Store,N.B.SUPERSAVE,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7457,"Flat 4, 2 Deer Road, Woodside AB24 4RW",Mobile Trade,Shisha Services 2020,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
7458,"80 Rumblingwell,  KY12 9AS",Confectionary / Tobacconist / Newsagents,NA Stores,Fife,Tobacco Only,Inactive
7459,"65 Law Street,  G40 3QX",Confectionary / Tobacconist / Newsagents,Nab Store,Glasgow City,Tobacco Only,Active
7460,"95 High Street, GALASHIELS TD1 1RZ",Public House,BELHAVEN LEASED PUBS,Scottish Borders,Tobacco Only,Inactive
7461,"32 main street,  EH48 3RJ",Convenience Store,Nadayan ltd,West Lothian,Tobacco And Nicotine Vapour Products,Active
7462,"10 Stenhouse Cross,  EH11 3JU",Off-Licence,nadeem store,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7463,"96 Causeyside St,  PA1 1TX",Confectionary / Tobacconist / Newsagents,Nadeem Superstore,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7464,"1 station road,  ML8 5JA",Convenience Store,Nads Store,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7465,"7, LOCHSIDE PLACE EH12 9DF",Convenience Store,NAIHAS,Edinburgh City,Tobacco Only,Active
7466,"1 glanville Place, Stockbridge EH3 6SZ",Convenience Store,Naim & brothers,Edinburgh City,Tobacco Only,Inactive
7467,"45 High Street,  IV12 4AU",Convenience Store,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
7468,"King Street,  IV12 4DN",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
