ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
10182,"Bea Ness, Sanday KW17 2BJ",Convenience Store,Sinclair General Stores Ltd,Orkney Islands,Tobacco And Nicotine Vapour Products,Active
10183,"151 sinclair drive, battlefield G42 9SN",Convenience Store,sinclair mini market,Glasgow City,Tobacco Only,Active
10184,"Sinclair Pharmacy, 1907 Dumbarton Road G14 0YS",Other Retail,Sinclair Pharmacy,Glasgow City,Nicotine Vapour Products Only,Active
10185,"16 West George Street,  KA1 1DG",Confectionary / Tobacconist / Newsagents,Sinforiani Bros.,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
10186,"68 Dumbarton Road,  G81 1UG",Public House,MSM Management,West Dunbartonshire,Tobacco Only,Active
10187,"232 Kilbowie road, Singers station G81 2JQ",Other Retail,Singers Bookstall,West Dunbartonshire,Tobacco Only,Active
10188,"57 Seedhill Road,  PA1 1QS",Confectionary / Tobacconist / Newsagents,singh brother Glasgow ltd,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
10189,"22 Traprain Terrace, Haddington EH41 3QE",Convenience Store,Singh's Grocer Shop,East Lothian,Tobacco Only,Active
10190,"1 jarnac court, dalkeith EH22 1HU",Off-Licence,singh stores,Midlothian,Tobacco Only,Active
10191,"5 -7 fore street,  PA14 5EE",Confectionary / Tobacconist / Newsagents,singh newsagents,Inverclyde,Tobacco Only,Active
10192,"68 VICTORIA STREET,  G72 0BS",Convenience Store,SINGH STORE,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10193,"Singhs Newsagents, 68 Victoria Street, Blantyre G72 0BS",Convenience Store,Singh store GB Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10194,"12/14 Auckland Place, Dalmuir West G81 4JZ",Convenience Store,Singh Stores,West Dunbartonshire,Tobacco Only,Active
10195,"6 biggar road,  EH10 7BQ",Off-Licence,singh stores,Edinburgh City,Tobacco Only,Active
10196,"211 Paisley Road West,  G51 1NE",Confectionary / Tobacconist / Newsagents,Singh Supersave,Glasgow City,Tobacco Only,Active
10197,"24/26 Calvay Road,  G33 4RE",Convenience Store,Singh Superstore,Glasgow City,Tobacco Only,Active
10198,"Singhs Tasty Villa, 172 Merry Street ML1 1NA",Restaurant,Singh’s tasty villa,North Lanarkshire,Tobacco Only,Active
10199,"26 Glasgow Road,  PA1 3QH",Convenience Store,Singh's General Store,Renfrewshire,Tobacco Only,Inactive
10200,"8 harris road, summerston G23 5QH",Convenience Store,singhs grocers,Glasgow City,Tobacco Only,Active
10201,"Three Lochs Holiday Park, Balminnoch DG8 0EP",Convenience Store,Three Lochs Cafe,Dumfries and Galloway,Tobacco Only,Active
10202,"Heads of Ayr Caravan Park, Dunure Road KA7 4LD",Convenience Store,Heads of Ayr Caravan Park,South Ayrshire,Tobacco Only,Active
10203,"264 Gorbals Street, The Gorbals,  G5 9DW",Other Catering,Sizzlers,Glasgow City,Tobacco Only,Active
10204,"574-576 wellesly road, methil KY8 3PF",Restaurant,sizzlers,Fife,Tobacco Only,Active
10205,"264 gorbals street,  G5 9RB",Restaurant,Sizzlers,Glasgow City,Tobacco Only,Active
10206,"53 marine parade, kirn PA23 8HF",Other Catering,sizzlers,Argyll and Bute,Tobacco Only,Inactive
10207,"Unit 1, 151 Western Road, Whitlawburn, Cambuslang G72 8PE",Other Retail,Sizzlers Fast Food,South Lanarkshire,Tobacco Only,Active
10208,"210 Crookston Road,  G52 3NF",Public House,Mitchells & Butlers Retail No 1,Glasgow City,Tobacco Only,Active
10209,"393 Gilmerton Road,  EH17 7PX",Public House,Mitchells & Butlers Retail No 1,Edinburgh City,Tobacco Only,Active
10210,"Lewis Road,  AB16 6TG",Public House,Mitchells & Butlers Retail No 1,Edinburgh City,Tobacco Only,Inactive
10211,"94 bridgend avenue,  PA14 5RX",Confectionary / Tobacconist / Newsagents,sj's,Inverclyde,Tobacco Only,Inactive
10212,"36 princes st,  PA14 5JQ",Confectionary / Tobacconist / Newsagents,Sk news,Inverclyde,Tobacco And Nicotine Vapour Products,Inactive
10213,"2 west newgate,  DD11 1BL",Public House,skate inn,Angus,Tobacco Only,Active
10214,"Catfirth, South Nesting ZE2 9PP",Convenience Store,Skellister Stores,Shetland Islands,Tobacco Only,Active
10215,"489, Old Edinburgh Road,, Viewpark, G71 6PL",Off-Licence,M & E Skelton,North Lanarkshire,Tobacco Only,Active
10216,"487 Old Edinburgh Road, Viewpark G71 6PL",Confectionary / Tobacconist / Newsagents,Skelton's Newsagents,North Lanarkshire,Tobacco Only,Inactive
10217,"Evanton Industrial Estate,  IV16 9XH",Forecourt Garage,Gleaner Oils Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
10218,"Baltasound, Unst ZE2 9DP",Convenience Store,Thulecraft Ltd T/A SKIBHOUL STORES,Shetland Islands,Tobacco Only,Active
10219,"THE CARNEGIE CLUB, SKIBO CASTLE, DORNOCH IV25 3RQ",Private Club,"THE CARNEGIE CLUB, SKIBO CASTLE",Highland,Tobacco Only,Active
10220,"Sir Georges Street,  KW14 7AW",Nightclub,Skinandis Nightclub,Highland,Tobacco Only,Active
10221,"Skipness,  PA29 6XT",Convenience Store,Skipness Village Store,Argyll and Bute,Tobacco Only,Active
10222,"10 Menzies Road,  AB11 9BA",Convenience Store,Piotr Serafin Ltd,Aberdeen City,Tobacco Only,Active
10223,"67-69 Victoria Road,  AB11 9LT",Off-Licence,Piotr Serafin Ltd,Aberdeen City,Tobacco Only,Active
10224,"278 George Street,  AB25 1HL",Off-Licence,Piotr Serafin Ltd,Aberdeen City,Tobacco Only,Active
10225,"384-386 Great Northern Road,  AB24 2AX",Off-Licence,Piotr Serafin Ltd,Aberdeen City,Tobacco Only,Inactive
10226,"112 Church Street,  IV1 1EP",Off-Licence,Piotr Serafin Ltd,Highland,Tobacco Only,Inactive
10227,"166 ST. MICHAEL STREET,  DG1 2PR",Other Retail,SKLEP STOKROTKA-POLISH DELICATESSEN,Dumfries and Galloway,Tobacco Only,Active
10228,"8-14 SKYE CRESCENT, GLENBURN PA2 8EL",Confectionary / Tobacconist / Newsagents,SKYE CRESCENT POST OFFICE STORE T/A PREMIER ,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
10229,"8-14 skye crescent, glenburn PA2 8EL",Convenience Store,skye cresceent post office t/a shopsmart,Renfrewshire,Tobacco Only,Inactive
10230,"28-30 Skye Crescent, Glenburn PA2 8EL",Convenience Store,Skyestore,Renfrewshire,Tobacco Only,Active
10231,"Slaemuir Newsagents, 8 Cromdale Road PA14 6LT",Confectionary / Tobacconist / Newsagents,Icebergexpress limited,Inverclyde,Tobacco And Nicotine Vapour Products,Inactive
10232,"8 cromdale road, Slaemuir PA14 6LT",Confectionary / Tobacconist / Newsagents,Slaemuir Newsagents,Inverclyde,Tobacco Only,Inactive
10233,"14-18 Belmont Street, Aberdeen AB10 1JH",Public House,Imperial Tobacco Limited,Aberdeen City,Tobacco Only,Active
10234,"Station Road,  FK1 3BQ",Sports Club,Slamannan Bowling Club,Falkirk,Tobacco Only,Active
10235,"Station Road, Tarbet G83 7DA",Convenience Store,Slanj Restaurant,Argyll and Bute,Tobacco Only,Active
10236,"Armadale,  IV45 8RS",Forecourt Garage,Sleat Community Trading,Highland,Tobacco Only,Active
10237,"Sleekit Juice Ltd, Unit 1, Alloa Trading Centre, Bruce Street FK10 1RX",Bulk Suppliers,sleekit juice ltd,Clackmannanshire,Nicotine Vapour Products Only,Active
10238,"ROSELEA, BRIGHTONS CROSS, MADDISTON ROAD FK2 0JR",Convenience Store,SLM NEWS LTD,Falkirk,Tobacco And Nicotine Vapour Products,Active
10239,"61 Glaisnock street,  KA18 1BS",Convenience Store,W Sloane & co,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
10240,"No1, The Railway Pier PA34 4LW",Public House,Argyll Vending,Argyll and Bute,Tobacco Only,Inactive
10241,"60-70 Braidholm Road, Giffnock G46 7ED",Confectionary / Tobacconist / Newsagents,Sloan's Newsagents,East Renfrewshire,Tobacco Only,Active
10242,"203-205 Bath Street,  G2 4HZ",Public House,One 2 Leisure Scotland Ltd,Glasgow City,Tobacco Only,Active
10243,"2 South Robertson Place,  ML6 0DE",Confectionary / Tobacconist / Newsagents,Sm Shop Local,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10244,"67 Clerkhill Road,  AB42 2XF",Other Retail,SM Vaping,Aberdeenshire,Nicotine Vapour Products Only,Active
10245,"135-137 High Street,  KA12 8AA",Convenience Store,SMA News,North Ayrshire,Tobacco Only,Active
10246,"9-11 Teviot Square, Cumbernauld G67 1NB",Other Retail,small things limited one stop pound +,North Lanarkshire,Tobacco Only,Inactive
10247,"9-11 Teviot Square, Cumbernauld G67 1NB",Other Retail,small things limited one stop pound +,North Lanarkshire,Tobacco Only,Inactive
10248,"Hughfield Road, Mauchline KA5 6DJ",Convenience Store,Kurranshe limited,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
10249,"Blackfriars Street, Royal Mile EH1 1NE",Hotel,Cherwell Tobacco,Edinburgh City,Tobacco Only,Inactive
10250,"43 Low Street,  AB45 1AU",Confectionary / Tobacconist / Newsagents,SMARTS,Aberdeenshire,Tobacco Only,Inactive
10251,"20 main street,  EH48 3RJ",Convenience Store,toshiba solutions ltd,West Lothian,Tobacco And Nicotine Vapour Products,Active
10252,"67 main street,  ML6 7JG",Convenience Store,n & a ghaffar limited,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10253,"309 Main Street,  G72 0DL",Entertainment Venue,Closer To Ltd,South Lanarkshire,Tobacco Only,Active
10254,"13 Cairn View,  ML6 9EF",Convenience Store,Farooq Food Store t/a Smartways,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10255,"125 main street,  EH47 9BL",Convenience Store,toshiba solutions ltd,West Lothian,Tobacco And Nicotine Vapour Products,Inactive
10256,"Family Choice, 286 Coltness Road ML2 7EX",Convenience Store,toshiba solutions ltd,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10257,"12 muirhouse road ,  ML1 2LS",Convenience Store,MKA Commercial Ltd,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10258,"The Shop, Potterton AB23 8UY",Convenience Store,Smith & Co,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
10259,"262 LADYWELL ROAD,  ML1 3EU",Convenience Store,SMITH &CO,North Lanarkshire,Tobacco Only,Active
10260,"Rosslyn Commerce Park, Mitchelston Industrial Estate KY1 3NA",Other Catering,Cameron's Snacks,Fife,Tobacco Only,Active
10261,"David Donnelly Place, Kirkintilloch G66 1DD",Hotel,Dundas Heritable Ltd,East Dunbartonshire,Tobacco Only,Active
10262,"Headless Cross,  DG16 5EA",Hotel,Gretna Green ltd.,Dumfries and Galloway,Tobacco Only,Active
10263,"Smithton Hotel, Smithton Road IV2 7NL",Hotel,Smithton Hotel,Highland,Tobacco Only,Inactive
10264,"114 smithycroft road,  G33 2RQ",Confectionary / Tobacconist / Newsagents,smithycroft newsagents,Glasgow City,Tobacco Only,Active
10265,"208 Main Street,  ML4 1AB",Other Retail,Smoke cignals LIMITED,North Lanarkshire,Nicotine Vapour Products Only,Active
10266,"274  high street, Leslie KY6 3AF",Other Retail,Smoke on the water,Fife,Tobacco Only,Inactive
10267,"2/2 8 Nethercairn Road,  G43 2AA",Other Retail,Smokeless Vapes Limited,Glasgow City,Nicotine Vapour Products Only,Active
10268,"131 Union Street,  AB11 6BH",Other Retail,RSA1 Trading Ltd,Aberdeen City,Nicotine Vapour Products Only,Active
10269,"Unit 3, The Kyle Centre, 203 High Street KA7 1QT",Other Retail,RSA1 Trading Ltd,South Ayrshire,Nicotine Vapour Products Only,Active
10270,"Smokemax, 88 Union Street G1 3QW",Other Retail,RSA1 Trading Ltd,Glasgow City,Nicotine Vapour Products Only,Active
10271,"30 West Blackhall Street,  PA15 1UE",Other Retail,RSA1 Trading Ltd,Inverclyde,Tobacco And Nicotine Vapour Products,Active
10272,"155 Gallowgate,  G1 5AX",Confectionary / Tobacconist / Newsagents,Smokin Ideas,Glasgow City,Tobacco Only,Active
10273,"Smokin Ideas Ltd, 155 Gallowgate G1 5AX",Confectionary / Tobacconist / Newsagents,Smokin Ideas ,Glasgow City,Tobacco And Nicotine Vapour Products,Active
10274,"96 Main Street,  KA9 1PA",Public House,Smugglers,South Ayrshire,Tobacco Only,Inactive
10275,"Snack Attack, Station Hotel AB42 0RX",Other Catering,Snack Attack,Aberdeenshire,Tobacco Only,Inactive
10276,"Loreny Industrial Estate,  KA1 5LA",Other Catering,General Stores,East Ayrshire,Tobacco Only,Active
10277,"9 West High Street, Crieff PH7 4AU",Other Catering,Snakatak,Perth and Kinross,Tobacco Only,Inactive
10278,"37 BANK ST.,  FK10 1HP",Other Catering,SNAX,Clackmannanshire,Tobacco Only,Active
10279,"Snax, 37 Bank Street FK10 1HP",Other Catering,snax alloa,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
10280,"Snax, 37 Bank Street FK10 1HP",Other Catering,snax alloa,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
10281,"73 Cowgate,  EH1 1JW",Nightclub,Sneaky Pete's Limited,Midlothian,Tobacco Only,Active
10282,"Snooks Steakhouse, Westbourne Centre Kelburn Street G78 1LR",Restaurant,SJ @ Snooks (Barrhead) Ltd,East Renfrewshire,Tobacco Only,Active
10283,"6/3 Oxgangs Street,  EH13 9JY",Mobile Trade,SNOCREAM ICES,"Edinburgh City, Midlothian",Tobacco And Nicotine Vapour Products,Active
10284,"Esso, 215 Merry Street ML1 1LN",Forecourt Garage,SNTIALS RETAIL LIMITED,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10285,"Kings Inch Road, Renfrewshire PA4 8XQ",Confectionary / Tobacconist / Newsagents,WH Smith Travel Limited,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
10286,"Royal Exchange Square,  G1 3AJ",Public House,G1 Group Plc,Glasgow City,Tobacco Only,Active
10287,"1179 Pollokshaws Road,  G41 3NQ",Public House,G1 Group Plc,Glasgow City,Tobacco Only,Active
10288,"10 South Tay Street,  DD1 1PA",Public House,G1 Group Plc,Dundee City,Tobacco Only,Inactive
10289,"The Forge Shoping Cente, 1221 Gallowgate G31 4EB",Other Retail,E-cig Scotland Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
10290,"The Trinity Centre, 155 Union Street AB11 6BE",Other Retail,SocialitesZero,Aberdeen City,Nicotine Vapour Products Only,Active
10291,"Overgate Shopping Centre, Opposite Top Man DD1 1UQ",Other Retail,SocialitesZero,Dundee City,Nicotine Vapour Products Only,Inactive
10292,"Ocean Terminal Mall, Ocean Drive EH6 6JJ",Other Retail,SocialitesZero,Edinburgh City,Nicotine Vapour Products Only,Active
10293,"Kingdom Shopping Centre, 16 Unicorn Way KY7 5NW",Other Retail,SocialitesZero,Fife,Nicotine Vapour Products Only,Active
10294,"Oak Mall Shopping Centre, Outside Primark, 31 Hamilton Way PA15 1JW",Other Retail,SocialitesZero,Inverclyde,Nicotine Vapour Products Only,Inactive
10295,"Eastgate Shopping Centre, Outside USC, Top Floor IV2 3PP",Other Retail,SocialitesZero,Highland,Nicotine Vapour Products Only,Inactive
10296,"36 Brandon Parade East,  ML1 1LY",Other Retail,SocialitesZero,North Lanarkshire,Nicotine Vapour Products Only,Active
10297,"25 Woodhall Road,  ML2 8PY",Mobile Trade,Gary Murphy trading as Softy's Ices,"North Lanarkshire, South Lanarkshire",Tobacco Only,Active
10298,"57 Lomond Drive,  G64 3BY",Off-Licence,Sohal Licensed Grocer,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
10299,"10 balornock road,  G21 3UH",Convenience Store,Sohal newsagent and grocer,Glasgow City,Tobacco Only,Active
10300,"10 balornock road,  G21 1XG",Convenience Store,sohal licensed grocers keystore,Glasgow City,Tobacco Only,Active
10301,"Sollas, North Uist HS6 5BS",Convenience Store,The Co-operative Group Food Ltd,Comhairle nan Eilean Siar,Tobacco And Nicotine Vapour Products,Active
10302,"126 Main Street, Baillieston G69 6AE",Convenience Store,Londis Solo convenience,Glasgow City,Tobacco And Nicotine Vapour Products,Active
10303,"126 Main Street,  G69 6AE",Entertainment Venue,Closer To Ltd,Glasgow City,Tobacco Only,Active
10304,"133 high street,  DG12 6EB",Other Catering,solway cafe,Dumfries and Galloway,Tobacco Only,Active
10305,"Howford Lodge,  AB51 4DL",Mobile Trade,Something Fine,Aberdeenshire,Tobacco Only,Inactive
10306,"5 Guildhall Street,  KY12 7NR",Public House,City Hotels (Dunfermline) Ltd,Fife,Tobacco Only,Active
10307,"50 SUMMERFIELD TERRACE, ABERDEEN AB24 5JD",Convenience Store,SALOM(JS)LTD,Aberdeen City,Tobacco Only,Active
10308,"HUSSAN CHOWK SUPAUL,  052 131",Other Retail,ON LINE SERVICE,"Edinburgh City, West Lothian",Tobacco Only,Active
10309,"192 George Street,  AB25 1BS",Convenience Store,Sony Retail Ltd.,Aberdeen City,Tobacco Only,Inactive
10310,"7/8 Moat Place, Slateford Road EH14 1NY",Off-Licence,Sophia Enterprise Ltd,Edinburgh City,Tobacco Only,Active
10311,"48 Hamilton View,  G71 6QA",Mobile Trade,Sophies Snacks,North Lanarkshire,Tobacco Only,Active
10312,"Mccaig road, soroba PA34 4YD",Convenience Store,linda penrose,Argyll and Bute,Tobacco Only,Inactive
10313,"McCaig Road,  PA34 4YD",Convenience Store,Soroba Store,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
10314,"1 Smiddyhill Road,  AB43 9WL",Convenience Store,Budgens Fraserburgh ,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
10315,"101, channel street TD1 1BN",Other Retail,sossio's,Scottish Borders,Tobacco Only,Inactive
10316,"75 MEADOWSIDE ,  DD1 1EN",Other Retail,Soul Vapour LTD,Dundee City,Nicotine Vapour Products Only,Active
10317,"South Road,  ZE1 0RD",Forecourt Garage,Sound Service Station,Shetland Islands,Tobacco Only,Inactive
10318,"South Road,  ZE1 0RD",Convenience Store,Sound Service Station,Shetland Islands,Tobacco And Nicotine Vapour Products,Active
10319,"4 Edinburgh Road,  PH2 8AR",Forecourt Garage,South Inch Filling Station,Perth and Kinross,Tobacco Only,Active
10320,"5 Scotstoun Grove,  EH30 9PH",Convenience Store,SCOT PREMIER LTD,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
10321,"90 south street,  PH2 8PD",Confectionary / Tobacconist / Newsagents,south st news agents ltd,Perth and Kinross,Tobacco Only,Inactive
10322,"90 south street,  PH2 8PD",Confectionary / Tobacconist / Newsagents,South street news agent,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
10323,"90 south street,  PH2 8PD",Confectionary / Tobacconist / Newsagents,South street news agent,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
10324,"southbank road,  ML6 9AD",Mobile Trade,peter mcveigh,North Lanarkshire,Tobacco Only,Active
10325,"51napier road,  KY6 1DS",Convenience Store,Southparks local,Fife,Tobacco And Nicotine Vapour Products,Active
10326,"44a Nicolson Street,  EH8 9DT",Convenience Store,Southside greengorcers,Edinburgh City,Tobacco Only,Inactive
10327,"Spar, 14 and a half South Street PA16 8TX",Convenience Store,Spar,Inverclyde,Tobacco And Nicotine Vapour Products,Active
10328,"Spar, 9 to 11 High Street TD6 9PA",Convenience Store,VM & S Fairbairn (Spar Melrose),Scottish Borders,Tobacco And Nicotine Vapour Products,Inactive
10329,"27 LEVEN STREET,  ML1 2SY",Convenience Store,RN trade ltd ,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10330,"High Street,  TD4 6DB",Convenience Store,D & M Martin,Scottish Borders,Tobacco Only,Inactive
10331,"148 Logans Road,  ML1 3NY",Convenience Store,SPAR,North Lanarkshire,Tobacco Only,Active
10332,"16 Market Place,  TD7 4BT",Convenience Store,J&F Licensed Grocers Ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
10333,"6 Dickson Street,  TD9 7EL",Convenience Store,G & K McCusker Ltd,Scottish Borders,Tobacco Only,Active
10334,"443-445 Shields Road, Shawlands G41 1NP",Convenience Store,Bridgefield Ltd,Glasgow City,Tobacco Only,Active
10335,"92 montague street,  PA20 0HJ",Convenience Store,spar,Argyll and Bute,Tobacco Only,Inactive
10336,"232 swinton road, baillieston G69 6DP",Convenience Store,m&k ali,Glasgow City,Tobacco Only,Active
10337,"Unit 4, 27 Bridge Street, and Unit 5, 156 Oxford Street G5 9JT",Convenience Store,Spar Bridge Street Limited,Glasgow City,Tobacco Only,Active
10338,"8-16 quarrywood ave, barmulloch G21 3ES",Convenience Store,spar,Glasgow City,Tobacco Only,Active
10339,"145/149 calder road, mossend ML4 2PL",Convenience Store,scotmac limited,North Lanarkshire,Tobacco Only,Inactive
10340,"182 Mosspark Drive,  G52 1JS",Convenience Store,Spar,Glasgow City,Tobacco Only,Active
10341,"1357-1359 Barrhead Road, Crookston G53 7DA",Convenience Store,Petal Scotland Limited,Glasgow City,Tobacco Only,Active
10342,"unit 1, lancefield quay G3 8JJ",Convenience Store,cr crawford ltd,Glasgow City,Tobacco Only,Active
10343,"40 dalvennan avenue, patna KA6 7NA",Convenience Store,john hainey,East Ayrshire,Tobacco Only,Active
10344,"Auchencrieff Road, Locharbriggs DG1 1UY",Convenience Store,Spar,Dumfries and Galloway,Tobacco Only,Active
10345,"48A Market Street,  DD8 3EW",Convenience Store,Foodmarket (Forfar) Limited,Angus,Tobacco Only,Inactive
10346,"2127 Paisley Road West, Cardonald G52 3JL",Convenience Store,Coffee Houses Scotland Limited,Glasgow City,Tobacco Only,Active
10347,"153 ADAMTON ROAD SOUTH,  KA9 2BJ",Convenience Store,G & R UPPAL,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
10348,"111 rowan st,  PA2 6RY",Convenience Store,spar,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
10349,"Pittentrail,  IV28 3XA",Convenience Store,Spar,Highland,Tobacco And Nicotine Vapour Products,Active
10350,"534 Dumbarton Road,  G11 6SW",Convenience Store,JTI,Glasgow City,Tobacco Only,Active
10351,"182 abercromby street,  G40 2SA",Convenience Store,Bashir Ltd,Glasgow City,Tobacco Only,Active
10352,"534 Dumbarton Road,  G11 6SW",Entertainment Venue,Closer To Ltd,Glasgow City,Tobacco Only,Active
10353,"98 Maryhill Road,  G20 7QB",Entertainment Venue,Closer To Ltd,Glasgow City,Tobacco Only,Active
10354,"647 Cathcart Road,  G42 8AE",Entertainment Venue,Closer To Ltd,Glasgow City,Tobacco Only,Active
10355,"36/40 FOXBAR ROAD, FOXBAR PA2 0AY",Convenience Store,SPAR,Renfrewshire,Tobacco Only,Inactive
10356,"Spar Stores, 3 Main Road, Cumbernauld G67 4BT",Convenience Store,The Firm of George Clyne t/a SPAR,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10357,"3 North Hermitage Street,,  TD9 0RB",Convenience Store,BIRDS STORES LTD,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
10358,"Key Store, Unit E, Schawpark, Main Street, Sauchie FK10 3JW",Convenience Store,SSJ Retail Ltd,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
10359,"Spar Stores, 137 Townhill Road KY12 0DS",Convenience Store,SPAR Townhill,Fife,Tobacco And Nicotine Vapour Products,Active
10360,"Spar AEP stores ltd, Unit 4, Ferguslie Retail Park, 111 Ferguslie PA1 2UZ",Convenience Store,Spar AEP,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
10361,"50 Braes of Gray Road,  DD2 5FQ",Convenience Store,Gray Golf Limited ,Dundee City,Tobacco And Nicotine Vapour Products,Active
10362,"Spar Stores, 2 Murray Park KA6 6PH",Convenience Store,C McCallum Ltd,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
10363,"Shop, 124 St. Quivox Road KA9 2ER",Convenience Store,C McCallum Ltd,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
10364,"Post Office, 236A Aberlady Crescent DD4 0LQ",Convenience Store,Spar (Forfar) Ltd,Dundee City,Tobacco And Nicotine Vapour Products,Active
10365,"258 GREAT WESTERN ROAD,  G4 9EJ",Convenience Store,Spar,Glasgow City,Tobacco Only,Active
10366,"9 high street,  KY3 0SH",Convenience Store,spar aberdour,Fife,Tobacco And Nicotine Vapour Products,Inactive
10367,"82 Hill Street,  FK10 2LW",Convenience Store,Spartan Retail Ltd,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
10368,"97/99 ALMADA STREET,  ML3 6JT",Convenience Store,DWYER STORES LTD,South Lanarkshire,Tobacco Only,Inactive
10369,"Station Road,  IV2 7SU",Convenience Store,Murray Retail,Highland,Tobacco Only,Inactive
10370,"27 MORRISTON ROAD, BISHOPMILL IV30 4EB",Convenience Store,JENNIFER ARSHAD T/A AYDIN RETAIL,Moray,Tobacco And Nicotine Vapour Products,Inactive
10371,"Main Street, Inchture,  PH14 9RN",Supermarket and Other Retail Outlets,Kingman Trading LTD,Perth and Kinross,Tobacco Only,Active
10372,"Spar Stores, Maddiston Road, Brightons FK2 0JR",Off-Licence,TAJ GROCERS LTD ,Falkirk,Tobacco And Nicotine Vapour Products,Active
10373,"Spar Stores, 16 St. Paul Street AB56 1EJ",Convenience Store,spar buckie,Moray,Tobacco And Nicotine Vapour Products,Active
10374,"16 St Paul Street, Buckpool AB56 1EJ",Convenience Store,aydin retail,Moray,Tobacco Only,Inactive
10375,"87 WOODLAND CRESCENT,  G72 8SB",Convenience Store,AMJAD FAROUQ,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
10376,"Main Street, Carrbridge PH23 3AS",Convenience Store,Spar Carrbridge,Highland,Tobacco Only,Active
10377,"432 cathcart road glasgow , 428-432 Cathcart Road G42 7BZ",Convenience Store,spar,Glasgow City,Tobacco And Nicotine Vapour Products,Active
10378,"2 - 6 MAIN STREET, CERES KY15 5NA",Convenience Store,J W MITCHELL,Fife,Tobacco And Nicotine Vapour Products,Active
10379,"Spar Convenience Stores, Unit 1A-1B, Dornoch Retail Park IV25 3QY",Convenience Store,Rondel Trading Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
10380,"2 MURRAY PARK, COYLTON KA6 6HL",Convenience Store,C MCCALLUM LTD,South Ayrshire,Tobacco Only,Inactive
10381,"Smithfield, Culbokie IV7 8JH",Convenience Store,A A MacDonald Ltd,Highland,Tobacco Only,Inactive
10382,"Spar culbokie, Smithfield IV7 8JH",Convenience Store,A A MacDonald Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
10383,"40 High Street,  IV15 9SN",Convenience Store,Wilson & Lawrie,Highland,Tobacco And Nicotine Vapour Products,Active
10384,"36-40 Main Street,  FK6 6BJ",Convenience Store,pia retail ltd,Stirling,Tobacco And Nicotine Vapour Products,Active
10385,"370 duke street, dennistoun G31 1RE",Convenience Store,lodhi trader ltd,Glasgow City,Tobacco Only,Active
10386,"74 Dumbarton Road, Duntocher G81 6DN",Convenience Store,Spar Duntocher,West Dunbartonshire,Tobacco Only,Active
10387,"High Street,  TD14 5NL",Convenience Store,Spar Foodmarket,Scottish Borders,Tobacco Only,Active
10388,"1 GLENCAIRN TERRACE,  G84 0AX",Convenience Store,SPAR FOODMARKET,Argyll and Bute,Tobacco Only,Active
10389,"182B Copland Rd,  G51 2UE",Convenience Store,SPAR Govan,Glasgow City,Tobacco Only,Active
10390,"647 CATHCART ROAD,  G42 8AE",Convenience Store,GOVANHILL CONVENIANCE LIMITED,Glasgow City,Tobacco Only,Active
10391,"2 Charleston court, Kinmylies IV3 8YB",Convenience Store,A A MacDonald Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
10392,"45 Abbeygreen,  ML11 0EQ",Convenience Store,MKA Commercial Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Inactive
