"","Address","BusinessType","ProductSold","CompanyName","Status"
"620","124 ALBERT ROAD,  PA19 1BU, Scotland","Inverclyde","Tobacco Only","ASHTON STORES LTD","Inactive"
"621","177 allison street,  G42 8RX, Scotland","Glasgow City","Tobacco Only","asian book and music centre","Active"
"622","258-260 King Street, Broughty Ferry DD5 2BA, Scotland","Dundee City","Tobacco Only","Asif Brothers","Inactive"
"623","Asif Bros, 258-260 King Street, Broughty Ferry DD5 2BA, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","Asif Brothers T/A SPAR","Active"
"624","132 Main Street,  ML11 8HR, Scotland","South Lanarkshire","Tobacco Only","Asif Foodstores","Inactive"
"625","207, HIGH STREET ML12 6DJ, Scotland","South Lanarkshire","Tobacco Only","ASIF FOODSTORES","Active"
"626","47 Newfield Place,  G73 1HQ, Scotland","South Lanarkshire","Tobacco Only","Aslam General Store","Active"
"627","Shopsmart, 298-300 Dumbarton Road G11 6TD, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","ASM NEWS LTD","Active"
"628","23 Drygate,  G4 0XY, Scotland","Glasgow City","Tobacco Only","Honeyz Parlour","Active"
"629","ASRA IN VISION FOUNDATION, 671 Cathcart Road G42 8AP, Scotland","Glasgow City","Tobacco Only","Asra Convenience Store","Active"
"630","41 Lothian Street,  EH1 1HB, Scotland","Edinburgh City","Tobacco Only","Montpeliers Edinburgh Ltd","Inactive"
"631","3 LILYS STREET,  G40 3HE, Scotland","Glasgow City","Tobacco Only","ATHLETES VILLAGE CABIN SHOP","Active"
"632","1-3 Angle Park Terrace,  EH11 2JX, Scotland","Edinburgh City","Tobacco Only","Athletic arms ltd","Active"
"633","120, Dalrymple Street KA26 9BQ, Scotland","South Ayrshire","Tobacco Only","Athletic Tavern","Active"
"634","83 Clydesdale Road, Mossend ML4 2QH, Scotland","North Lanarkshire","Tobacco Only","Bozz Co Inns Ltd","Inactive"
"635","Main Road, Dunvegan IV55 8WA, Scotland","Highland","Tobacco And Nicotine Vapour Products","ATHOLL FILLING STATION","Active"
"636","Main Street,  PH1 4AA, Scotland","Perth and Kinross","Tobacco Only","Westport Hospitality","Inactive"
"637","The Square,  PH18 5TQ, Scotland","Perth and Kinross","Tobacco And Nicotine Vapour Products","KKPP LTD","Active"
"638","Atholl Square,  PH18 5TQ, Scotland","Perth and Kinross","Tobacco Only","Premier Convenience Store","Inactive"
"639","241 Thornhill Road,  FK2 7BB, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","ATS Stores LTD.","Active"
"640","7/9   QUEENS TERRACE, TOURHILL ROAD KA3 2BH, Scotland","East Ayrshire","Tobacco And Nicotine Vapour Products","ATTWAL BROTHERS","Active"
"641","74-78 mossend avenue,  KA25 6DN, Scotland","North Ayrshire","Tobacco And Nicotine Vapour Products","attwal stores","Active"
"642","18 Lawrence Street,  G11 5HQ, Scotland","Glasgow City","Tobacco Only","Atwal & Co","Active"
"643","205 Motherwell Road, Bellshill ML4 2JG, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Atwals","Active"
"644","83 Clydesdale Road, Bellshill ML4 2QQ, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Atwals","Active"
"645","2 Douglasdale Street, Rigside ML11 9LT, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Atwals","Active"
"646","82 High Street,  DG12 6DW, Scotland","Dumfries and Galloway","Tobacco Only","Auberge","Active"
"647","1 Heughan House, main street, auchencairn DG7 1QU, Scotland","Dumfries and Galloway","Tobacco Only","Auchencairn Store","Active"
"648","106, Boglemart Street KA20 3JL, Scotland","North Ayrshire","Tobacco Only","Clyde Coast Ltd","Inactive"
"649","Highland Fuels Ltd , Boglemart Street KA20 3JL, Scotland","North Ayrshire","Tobacco And Nicotine Vapour Products","Highland Fuels Ltd","Active"
"650","Gatehouse of Fleet,  DG7 2EX, Scotland","Dumfries and Galloway","Tobacco Only","Nithsdale Vending Ltd","Active"
"651","Auchenlarie Holiday Park, Gatehouse of Fleet DG7 2EX, Scotland","Dumfries and Galloway","Tobacco And Nicotine Vapour Products","Auchenlarie Convenience store","Active"
"652","161 auchinairn road bishopbriggs,  G64 1NG, Scotland","East Dunbartonshire","Tobacco And Nicotine Vapour Products","auchinairn mini market","Active"
"653","Gartferry Road, Bridgend G69 0JN, Scotland","North Lanarkshire","Tobacco Only","Auchingeoch Social Club","Active"
"654","214 Main Street,  KA18 2AY, Scotland","East Ayrshire","Tobacco And Nicotine Vapour Products","Auchinleck News","Active"
"655","166 Main Street, Auchinleck KA18 2AF, Scotland","East Ayrshire","Tobacco And Nicotine Vapour Products","Auchinleck Off Licence","Active"
"656","43 Langmuirhead Road, Auchinloch G66 5DW, Scotland","North Lanarkshire","Tobacco Only","Auchinloch Grocers","Active"
"657","Auchrannie (Spa Resort - Cruize), Auchrannie Road KA27 8BZ, Scotland","North Ayrshire","Tobacco Only","Auchrannie Leisure Limited","Active"
"658","Auchrannie Resort (Country House Hotel - Eighteen69), Auchrannie Road KA27 8BZ, Scotland","North Ayrshire","Tobacco Only","Auchrannie Leisure Limited","Active"
"659","124 High Street,  PH3 1AA, Scotland","Perth and Kinross","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"660","47 High Street,  KY14 7AR, Scotland","Fife","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"661","6 North Court,  G1 2DP, Scotland","Glasgow City","Tobacco Only","Mitchells & Butlers Retail No 1","Active"
"662","1350 DUKE STREET, PARKHEAD G31 5QG, Scotland","Glasgow City","Tobacco Only","KNIGHTSWOOD MINI MARKET","Active"
"663","1-5 Auld Avenue Store, 1-5 Auld Avenue KA5 6AX, Scotland","East Ayrshire","Tobacco Only","Auld Avenue Store","Active"
"664","1-5 Auld Avenue,  KA5 6AX, Scotland","East Ayrshire","Tobacco Only","Auld Avenue Stores","Inactive"
"665","A997 Auld Brig Road,  FK9 5QB, Scotland","Clackmannanshire","Tobacco And Nicotine Vapour Products","Penny Petroleum (Scotland) Ltd. ","Active"
"666","26 Forth Street, Kincardine FK10 4LX, Scotland","Clackmannanshire","Tobacco Only","Cherwell Tobacco","Active"
"667","28-30 Cambusnethan street,  ML2 8NN, Scotland","North Lanarkshire","Tobacco Only","Auld hoose","Active"
"668","St Clements Street,  AB11 5FU, Scotland","Aberdeen City","Tobacco Only","Auld St Clements Cafe","Active"
"669","41 Dalgrain road , Grangemouth  FK3 8HL, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","Auld toon shop","Active"
"670","High Street,  IV12 5HY, Scotland","Highland","Tobacco Only","Auldearn Post Office & Stores","Inactive"
"671","Auldearn post office and store, High street IV12 5TH, Scotland","Highland","Tobacco And Nicotine Vapour Products","Auldearn post office and store ","Active"
"672","auldgirth,  DG2 0XC, Scotland","Dumfries and Galloway","Tobacco Only","Nithsdale Vending Ltd","Inactive"
"673","Auldgirth,  DG2 0RZ, Scotland","Dumfries and Galloway","Tobacco Only","Auldgirth Stores","Active"
"674","shore road, aultbea IV22 2JD, Scotland","Highland","Tobacco Only","firm of aultbea stores","Active"
"675","Aurora Ink, 11 Mounthooly Street, Lerwick ZE1 0BJ, Scotland","Shetland Islands","Nicotine Vapour Products Only","Aurora ink","Active"
"676","1 Diamond Street, Aberdeen AB11 5DL, Scotland","Aberdeen City","Tobacco Only","Imperial Tobacco Limited","Active"
"677","Autoport Services, British Petroleum Autoport Petrol Station, 675 Paisley Road West G51 1RP, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","GHSL Ltd","Active"
"678","Lindsay Street,  DD8 5AP, Scotland","Angus","Tobacco And Nicotine Vapour Products","Autosales","Active"
"679","21A Kent Road, GLASGOW G3 7BY, Scotland","Glasgow City","Tobacco Only","BELHAVEN LEASED PUBS","Active"
"680","6 Blackness Avenue,  DD2 1EH, Scotland","Dundee City","Tobacco Only","Avenue News","Active"
"681","36 Blackford Ave,  EH9 2PP, Scotland","Edinburgh City","Tobacco Only","AVENUE STORES LTD","Active"
"682","Unit 1Dalfaber Drive,  PH22 1UQ, Scotland","Highland","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"683","115 Grampian Road,  PH22 1RT, Scotland","Highland","Tobacco And Nicotine Vapour Products","Spar Aviemore","Active"
"684","Unit 1, Mrytlefield Centre, Grampian Road PH22 1RH, Scotland","Highland","Tobacco Only","Aviemore News","Active"
"685","Pitheavlis,  PH2 0NH, Scotland","Perth and Kinross","Tobacco Only","Compass group UK & Ireland","Inactive"
"686","123 Westerhill Road, Westerhill Business Park G64 2QR, Scotland","Glasgow City","Tobacco Only","Compass Contract Services (UK) Ltd","Active"
"687","30 Falkirk road, Linlithgow EH49 7PJ, Scotland","West Lothian","Tobacco Only","Avon murco","Inactive"
"688","30 Falkirk Road, Linlithgrow EH49 7PJ, Scotland","West Lothian","Tobacco Only","Selvanayagam Jeyaseelan","Active"
"689","27 hamilton road,  ML10 6JA, Scotland","South Lanarkshire","Tobacco Only","Avondale Services","Inactive"
"690","27 HAMILTON RD,  ML10 6JA, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","AVONDALE SERVICES(STRATHAVEN) LTD","Active"
"691","27 Hamilton road ,  ML10 6JA, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Avondale Services","Active"
"692","Awe Service Station,  PA35 1HT, Scotland","Argyll and Bute","Tobacco And Nicotine Vapour Products","Awe Service Station","Active"
"693","18 Main Street, Cardenden KY5 0BJ, Scotland","Fife","Tobacco And Nicotine Vapour Products","AY STORES","Active"
"694","Liberator Drive,  KA8 9BF, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","Asda Stores Ltd","Active"
"695","Unit 2B, Heathfield RP, 16 Liberator Drive KA8 9BF, Scotland","South Ayrshire","Nicotine Vapour Products Only","Poundland Limited","Active"
"696","Dunure Road, Alloway KA7 4HY, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"697","65 Sandgate,  KA7 1AA, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"698","2-6 Whitetts road ,  KA8 0JE, Scotland","South Ayrshire","Nicotine Vapour Products Only","Zee accessories ltd","Active"
"699","Western Meeting Club, Ayr Racecourse, 2 Whitletts Road KA8 0JE, Scotland","South Ayrshire","Nicotine Vapour Products Only","Clark tradeing ","Active"
"700","7 Ayr Road, Dalmellington KA6 7SJ, Scotland","East Ayrshire","Tobacco Only","Ayr Road Service Station","Active"
"701","Millbrae, Alloway KA7 4PJ, Scotland","South Ayrshire","Tobacco Only","ayr rugby football club","Active"
"702","Penny Petroleum Ayr Service Station, 78-80 Prestwick Road KA8 8JT, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","Penny Petroleum (Scotland) Ltd. ","Active"
"703","Whitletts Road,  KA7 2UP, Scotland","South Ayrshire","Nicotine Vapour Products Only","Soul Vapour LTD","Active"
"704","Burnmouth Road,  KW15 1QY, Scotland","Orkney Islands","Tobacco Only","John G Shearer & Sons","Active"
"705","41 Burns Statue Square,  KA7 1SZ, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","Ayrway Convenience Store","Active"
"706","Mini Market, High Street, Ayton TD14 5QN, Scotland","Scottish Borders","Tobacco And Nicotine Vapour Products","ayton mini market","Active"
"707","high street, Ayton TD14 5QN, Scotland","Scottish Borders","Tobacco Only","Ayton minimarket ltd","Inactive"
"708","high street,  TD14 5QN, Scotland","Scottish Borders","Tobacco Only","ayton mini market","Inactive"
"709","Aywick, East Yell ZE2 9AX, Scotland","Shetland Islands","Tobacco Only","Aywick Shop","Active"
"710","A-Z Fancy Goods Hardware Shop, 31 West Main Street, Armadale EH48 3PZ, Scotland","West Lothian","Nicotine Vapour Products Only","A-Z fancygoods hardware shop","Active"
"711","190 Falside Crescent,  EH48 2DS, Scotland","West Lothian","Tobacco Only","A-Z Mini Market","Active"
"712","84-86 westwoodhill, Eastkilbride G75 8DW, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","A-Z Newsagents","Active"
"713","18 West Borland Road,  FK6 6NY, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","Closer","Active"
"714","101 Newmills, Tullibody FK10 2SE, Scotland","Clackmannanshire","Tobacco Only","Azad (Newmills)  licensed grocers & newagents","Inactive"
"715","259 albert drive,  G41 2RN, Scotland","Glasgow City","Tobacco Only","black dollor ltd","Active"
"716","8 Willowbrae Road,  EH8 7DB, Scotland","Edinburgh City","Tobacco Only","Azhar Newsagents","Active"
"717","3-4 Hopefield Park,  EH19 2NE, Scotland","Midlothian","Tobacco Only","B & E Millar","Active"
"718","83 Braidwood Road, Braidwood ML8 5NU, Scotland","South Lanarkshire","Tobacco Only","B & L Village Store","Inactive"
"719","60-64 Hunterfield Road, Gorebridge EH23 4TT, Scotland","Midlothian","Tobacco Only","B & N MINIMARKET","Active"
"720","Kerrigans, 68 South Methven Street PH1 5NX, Scotland","Perth and Kinross","Tobacco And Nicotine Vapour Products","B A Kerrigans","Active"
"721","26,MILL STREET,  FK10 1DY, Scotland","Clackmannanshire","Nicotine Vapour Products Only","B FIRST LIMITED ","Active"
"722","315 WELLSHOT ROAD, TOLLCROSS G32 7QW, Scotland","Glasgow City","Tobacco Only","B S NEWSAGENTS","Active"
"723","5 johnston street,  PA1 1XQ, Scotland","Renfrewshire","Tobacco Only","B&I Trading","Active"
"724","10 main street, coalsnaughton FK13 6JP, Scotland","Clackmannanshire","Tobacco Only","b&l keir","Inactive"
"725","Unit 3,  Almondvale Centre, Almondvale South EH54 6NB, Scotland","West Lothian","Nicotine Vapour Products Only","B&M RETAIL","Active"
"726","unit 3, junction 10 retail park G34 9JJ, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","B&M RETAIL","Active"
"727","B & M Bargains, 20 High Street KY1 1LU, Scotland","Fife","Tobacco And Nicotine Vapour Products","B&M RETAIL","Active"
"728","26 Main Street,  KA9 1NX, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","B&M RETAIL","Active"
"729","unit 1, wick retail park KW1 5NU, Scotland","Highland","Tobacco And Nicotine Vapour Products","B&M RETAIL","Active"
"730","2 Oxgangs Broadway,  EH13 9LQ, Scotland","Edinburgh City","Tobacco Only","B&P Finn","Active"
"731","Church Road,  KW17 2SR, Scotland","Orkney Islands","Tobacco Only","B. Doull & Son","Active"
"732","197 Gala Park,  TD1 1HF, Scotland","Scottish Borders","Tobacco Only","B.J's","Active"
"733","527 Victoria Road,  G42 8BH, Scotland","Glasgow City","Tobacco Only","B.S. Electrics","Active"
"734","68 South Methven Street,  PH1 5NX, Scotland","Perth and Kinross","Tobacco Only","BA Kerrigans","Inactive"
"735","31, douglas avenue EH49 6DR, Scotland","West Lothian","Tobacco Only","Babs Mart Linlithgow","Active"
"736","16 Whitesands,  DG1 2RR, Scotland","Dumfries and Galloway","Tobacco Only","Bacci P & J Newsagent Tobacconists","Inactive"
"737","178-182 High Street,  IV30 1BA, Scotland","Moray","Tobacco And Nicotine Vapour Products","Speyside Whisky Ltd","Active"
"738","17 Baffin Street,  DD4 6HB, Scotland","Dundee City","Tobacco Only","Baffin Convenience Store","Inactive"
"739","17 Baffin Street,  DD4 6HB, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","Iffys Xtralocal","Active"
"740","412 Cumbernauld Road,  G31 3NN, Scotland","Glasgow City","Tobacco Only","Bagla Newsagents","Active"
"741","2 camdean lane,  KY11 2TA, Scotland","Fife","Tobacco Only","bahia & co","Inactive"
"742","Messrs Bahia & Co, 2 Camdean Lane, Rosyth KY11 2TA, Scotland","Fife","Tobacco And Nicotine Vapour Products","bahia & co","Active"
"743","Main Street,  KW17 2EL, Scotland","Orkney Islands","Tobacco Only","Baikies Stores","Active"
"744","2-6 St Stephen St,  EH3 5AL, Scotland","Edinburgh City","Tobacco Only","Caledonian Heritable Ltd","Active"
"745","83-85 High Street,  KY13 8AA, Scotland","Perth and Kinross","Tobacco Only","Baillies","Active"
"746","34 Hutchison Crossway,  EH14 1RU, Scotland","Edinburgh City","Tobacco Only","Bainfield Bowling & Social Club","Active"
"747","78 MCLAREN TERRACE, ST NINAINS FK7 0EU, Scotland","Stirling","Tobacco Only","BAINS MINI MARKET","Active"
"748","262 st clair street,  KY1 2DB, Scotland","Fife","Tobacco And Nicotine Vapour Products","bains premier","Active"
"749","114-116 Main Street, Bainsford FK2 7PA, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","Campbell Retailers t/a Bainsford Convenience Store","Active"
"750","100 Gartsherrie Road,  ML5 2EU, Scotland","North Lanarkshire","Tobacco Only","Bairds & Scottish Social Club","Active"
"751","station road, oxton TD2 6PW, Scotland","Scottish Borders","Tobacco Only","bakehouse stores","Inactive"
"752","5 locks street,  ML5 3RT, Scotland","North Lanarkshire","Tobacco Only","baker street","Inactive"
"753","McNeill Bakers, 398/400 Cumbernauld Road G31 3NN, Scotland","Glasgow City","Tobacco Only","Baking for you","Active"
"754","McNeill Bakers, Unit 1A 490 ballater street G5 0QW, Scotland","Glasgow City","Tobacco Only","Baking for you","Active"
"755","Bakur bar, The pier, Uig IV51 9XX, Scotland","Highland","Tobacco Only","Bakur bar","Inactive"
"756","79 Shore Street,  AB43 9BT, Scotland","Aberdeenshire","Tobacco Only","Balaclava Bar","Active"
"757","WHISTLEBERRY ROAD, Balantyre G72 0TH, Scotland","South Lanarkshire","Nicotine Vapour Products Only","B&M RETAIL","Active"
"758","3 Bloomfield Place,  EH48 1PB, Scotland","West Lothian","Tobacco Only","Balbairdie Hotel","Active"
"759","5 Ward Road,  DD1 1LP, Scotland","Dundee City","Tobacco Only","Imperial Tobacco Limited","Inactive"
"760","Balerno Post Office, 36 Main St EH14 7EH, Scotland","Edinburgh City","Tobacco Only","Balerno Post Office","Inactive"
"761","137-145 Buchanan Street, Balfron G63 0TF, Scotland","Stirling","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"762","255 blackness road,  DD2 1RT, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","News Food & Wine Plus","Active"
"763","Balgeddie Way,  KY6 3ET, Scotland","Fife","Tobacco Only","Samuel Solley Hotels","Active"
"764","Wester Balgedie,  KY13 9HE, Scotland","Perth and Kinross","Tobacco Only","Balgedie Toll Tavern","Active"
"765","Balgownie Store, 2-4 Balgownie Crescent, Bridge of Don AB23 8ER, Scotland","Aberdeen City","Tobacco And Nicotine Vapour Products","Balgowniestore","Active"
"766","203 Balgreen Road,  EH11 2RZ, Scotland","Edinburgh City","Tobacco Only","Balgreen Fryer","Active"
"767","166 balgreen road,  EH11 3AU, Scotland","Edinburgh City","Tobacco Only","balgreen licensed grocers","Active"
"768","170 Balgreen Road,  EH11 3AU, Scotland","Edinburgh City","Tobacco Only","Balgreen Post Office","Inactive"
"769","75-77 Balhousie Street,  PH1 1LH, Scotland","Perth and Kinross","Tobacco Only","Balhousie Store","Active"
"770","Park Road,  PH49 4JS, Scotland","Highland","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"771","4 Golf Road,  AB35 5RE, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"772","21 Barrachnie Road, Ballieston G69 6HB, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"773","Ballindalloch Shop and Post Office,  AB37 9AS, Scotland","Moray","Tobacco Only","Maguire And Sons Scotland Ltd","Active"
"774","Westwood Crescent, Ballingry KY5 8JN, Scotland","Fife","Tobacco Only","Ballingry Store","Inactive"
"775","Westwood Crescent, Ballingry KY5 8JN, Scotland","Fife","Tobacco And Nicotine Vapour Products","Noreen Sakhir","Active"
"776","Martin Crescent, Ballingry KY5 8QA, Scotland","Fife","Tobacco Only","Ballingry Store","Inactive"
